Filipino Restaurant:Asian Restaurant
Conference Room:Office
Unagi Restaurant:Japanese Restaurant
Argentinian Restaurant:South American Restaurant
Caribbean Restaurant:Food
Baggage Locker:Travel & Transport
Stoop Sale:Event
Nature Preserve:Outdoors & Recreation
Nail Salon:Shop & Service
Fried Chicken Joint:Food
Soup Place:Food
Gujarati Restaurant:Indian Restaurant
Advertising Agency:Office
Trattoria/Osteria:Italian Restaurant
Knitting Store:Shop & Service
Curling Ice:Athletics & Sports
Cajun / Creole Restaurant:Food
Tabbakhi:Persian Restaurant
Used Bookstore:Shop & Service
Mughlai Restaurant:Indian Restaurant
Hunting Supply:Shop & Service
Marijuana Dispensary:Shop & Service
Women's Store:Clothing Store
University:College & University
Apres Ski Bar:Ski Area
Fish Taverna:Greek Restaurant
Lake:Outdoors & Recreation
Belgian Restaurant:Food
Russian Restaurant:Food
Adult Education Center:School
Swim School:School
Music Festival:Event
Jiangxi Restaurant:Chinese Restaurant
Automotive Shop:Shop & Service
Child Care Service:Shop & Service
Government Building:Professional & Other Places
Dentist's Office:Medical Center
Israeli Restaurant:Middle Eastern Restaurant
Waterfall:Outdoors & Recreation
Pizza Place:Food
Shoe Store:Clothing Store
Palace:Outdoors & Recreation
Bus Line:Bus Station
Juice Bar:Food
New American Restaurant:American Restaurant
National Park:Outdoors & Recreation
Polish Restaurant:Food
Pakistani Restaurant:Food
Steakhouse:Food
Reservoir:Outdoors & Recreation
College Tennis Court:College Stadium
Candy Store:Shop & Service
Bosnian Restaurant:Eastern European Restaurant
Indonesian Restaurant:Asian Restaurant
Samgyetang Restaurant:Korean Restaurant
Check Cashing Service:Shop & Service
Pawn Shop:Shop & Service
Ch'ti Restaurant:French Restaurant
Port:Travel & Transport
Tempura Restaurant:Japanese Restaurant
Harbor / Marina:Outdoors & Recreation
Sports Bar:Bar
Library:Professional & Other Places
Moving Target:Travel & Transport
Social Club:Professional & Other Places
Butcher:Food & Drink Shop
Shandong Restaurant:Chinese Restaurant
Acupuncturist:Medical Center
Military Base:Professional & Other Places
Basque Restaurant:French Restaurant
Hobby Shop:Shop & Service
Southern / Soul Food Restaurant:Food
Brasserie:French Restaurant
Luggage Store:Shop & Service
Thrift / Vintage Store:Shop & Service
Funeral Home:Professional & Other Places
College Residence Hall:College & University
Park:Outdoors & Recreation
Beach Bar:Bar
Intersection:Travel & Transport
Border Crossing:Travel & Transport
Parsi Restaurant:Indian Restaurant
Bossam/Jokbal Restaurant:Korean Restaurant
Xinjiang Restaurant:Chinese Restaurant
Kerala Restaurant:Indian Restaurant
American Restaurant:Food
Scenic Lookout:Outdoors & Recreation
Rhenisch Restaurant:German Restaurant
Sausage Shop:Food & Drink Shop
Korean Restaurant:Asian Restaurant
Music Store:Shop & Service
Mobility Store:Shop & Service
County:States & Municipalities
Sri Lankan Restaurant:Food
Driving School:School
Breton Restaurant:French Restaurant
Health Food Store:Food & Drink Shop
College Cricket Pitch:College Stadium
Peruvian Restaurant:South American Restaurant
Arcade:Arts & Entertainment
Comfort Food Restaurant:Food
River:Outdoors & Recreation
Forest:Outdoors & Recreation
Kofte Place:Turkish Restaurant
Restaurant:Food
Franconian Restaurant:German Restaurant
Gukbap Restaurant:Korean Restaurant
Trail:Outdoors & Recreation
Aquarium:Arts & Entertainment
Discount Store:Shop & Service
Chinese Breakfast Place:Chinese Restaurant
Modern Greek Restaurant:Greek Restaurant
Maternity Clinic:Medical Center
Bookstore:Shop & Service
Mountain:Outdoors & Recreation
Noodle House:Asian Restaurant
Bike Rental / Bike Share:Travel & Transport
Synagogue:Spiritual Center
EV Charging Station:Shop & Service
Resort:Hotel
German Restaurant:Food
Chocolate Shop:Shop & Service
South Indian Restaurant:Indian Restaurant
Chettinad Restaurant:Indian Restaurant
Varenyky restaurant:Ukrainian Restaurant
Anhui Restaurant:Chinese Restaurant
Hot Spring:Outdoors & Recreation
Theme Park:Arts & Entertainment
Sicilian Restaurant:Italian Restaurant
Food Court:Food
Cable Car:Travel & Transport
Mexican Restaurant:Food
Dive Shop:Shop & Service
Video Store:Shop & Service
Housing Development:Residence
Gastropub:Food
Toll Booth:Travel & Transport
Medical School:College & University
Fair:Professional & Other Places
Pharmacy:Shop & Service
Baby Store:Shop & Service
Hockey Field:Athletics & Sports
Tree:Outdoors & Recreation
Tuscan Restaurant:Italian Restaurant
Gas Station:Shop & Service
Cosmetics Shop:Shop & Service
Cafeteria:Food
Bus Stop:Travel & Transport
Skating Rink:Athletics & Sports
Wine Bar:Bar
Motel:Hotel
Non-Profit:Professional & Other Places
Pilates Studio:Gym / Fitness Center
Breakfast Spot:Food
Science Museum:Museum
Amphitheater:Arts & Entertainment
Trentino Restaurant:Italian Restaurant
Spa:Shop & Service
Art Studio:Professional & Other Places
Erotic Museum:Museum
Jain Restaurant:Indian Restaurant
Vegetarian / Vegan Restaurant:Food
Opera House:Performing Arts Venue
Emergency Room:Medical Center
Auditorium:Professional & Other Places
Festival:Event
Shopping Plaza:Shop & Service
Racecourse:Arts & Entertainment
Burger Joint:Food
Dessert Shop:Food
Daycare:Child Care Service
Spiritual Center:Professional & Other Places
Island:Outdoors & Recreation
Toy / Game Store:Shop & Service
Disc Golf:Arts & Entertainment
Laboratory:Professional & Other Places
Distillery:Professional & Other Places
Theme Park Ride / Attraction:Theme Park
Gym / Fitness Center:Athletics & Sports
Soba Restaurant:Japanese Restaurant
Vape Store:Shop & Service
College Math Building:College Academic Building
Schnitzel Restaurant:German Restaurant
Som Tum Restaurant:Thai Restaurant
Sukiyaki Restaurant:Japanese Restaurant
Tailor Shop:Shop & Service
Dim Sum Restaurant:Chinese Restaurant
Fish Market:Food & Drink Shop
Smoothie Shop:Shop & Service
Paper / Office Supplies Store:Shop & Service
Creperie:Food
Market:Shop & Service
Platform:Train Station
Campaign Office:Office
RV Park:Travel & Transport
Temple:Spiritual Center
Bunsik Restaurant:Korean Restaurant
Southwestern French Restaurant:French Restaurant
Sorority House:College & University
Labour Canteen:French Restaurant
Film Studio:Shop & Service
Lounge:Nightlife Spot
Preschool:School
German Pop-Up Restaurant:German Restaurant
Latin American Restaurant:Food
Emilia Restaurant:Italian Restaurant
Kushikatsu Restaurant:Japanese Restaurant
Gym Pool:Gym / Fitness Center
Burmese Restaurant:Asian Restaurant
Pedestrian Plaza:Outdoors & Recreation
Samba School:Arts & Entertainment
Halal Restaurant:Food
Thai Restaurant:Asian Restaurant
Flea Market:Shop & Service
Parade:Event
Silesian Restaurant:German Restaurant
Newsstand:Shop & Service
Campanian Restaurant:Italian Restaurant
Rugby Stadium:Stadium
Bar:Nightlife Spot
Coffee Shop:Food
Drive-in Theater:Movie Theater
Wings Joint:Food
Entertainment Service:Shop & Service
College Engineering Building:College Academic Building
Boutique:Clothing Store
French Restaurant:Food
Fishing Store:Shop & Service
Gun Range:Outdoors & Recreation
Outdoor Sculpture:Public Art
Private School:School
Outdoor Gym:Gym / Fitness Center
Chinese Restaurant:Asian Restaurant
Internet Cafe:Shop & Service
Event Space:Professional & Other Places
Mountain Hut:Outdoors & Recreation
Golf Course:Athletics & Sports
Swabian Restaurant:German Restaurant
Arepa Restaurant:Latin American Restaurant
Balinese Restaurant:Indonesian Restaurant
Dance Studio:Performing Arts Venue
Perfume Shop:Shop & Service
Community Center:Professional & Other Places
Hungarian Restaurant:Food
Historic Site:Arts & Entertainment
Udupi Restaurant:Indian Restaurant
Frozen Yogurt Shop:Dessert Shop
Provençal Restaurant:French Restaurant
Organic Grocery:Food & Drink Shop
Business Center:Professional & Other Places
Cycle Studio:Gym / Fitness Center
Golf Driving Range:Athletics & Sports
Magirio:Greek Restaurant
Costume Shop:Shop & Service
Performing Arts Venue:Arts & Entertainment
Concert Hall:Arts & Entertainment
Antique Shop:Shop & Service
Big Box Store:Shop & Service
Tantuni Restaurant:Turkish Restaurant
Locksmith:Shop & Service
Souvenir Shop:Shop & Service
Light Rail Station:Travel & Transport
Vietnamese Restaurant:Asian Restaurant
Laser Tag:Arts & Entertainment
Taco Place:Mexican Restaurant
General Travel:Travel & Transport
Tibetan Restaurant:Asian Restaurant
Street Fair:Event
Diner:Food
Bay:Outdoors & Recreation
Airport Tram:Airport
Molise Restaurant:Italian Restaurant
Hindu Temple:Spiritual Center
Multiplex:Movie Theater
Museum:Arts & Entertainment
Bus Station:Travel & Transport
Construction & Landscaping:Shop & Service
Food Service:Food & Drink Shop
Henan Restaurant:Chinese Restaurant
Other Nightlife:Nightlife Spot
Stationery Store:Shop & Service
Stables:Outdoors & Recreation
Garden:Outdoors & Recreation
Photography Lab:Shop & Service
Embassy / Consulate:Government Building
Skydiving Drop Zone:Outdoors & Recreation
Mini Golf:Arts & Entertainment
Betawinese Restaurant:Indonesian Restaurant
Playground:Outdoors & Recreation
Indonesian Meatball Place:Indonesian Restaurant
Tram Station:Travel & Transport
Bagel Shop:Food
Vacation Rental:Hotel
Kids Store:Clothing Store
Buffet:Food
Cha Chaan Teng:Chinese Restaurant
Hunan Restaurant:Chinese Restaurant
Awadhi Restaurant:Indian Restaurant
Southeastern Brazilian Restaurant:Brazilian Restaurant
Cheese Shop:Food & Drink Shop
Bridge:Outdoors & Recreation
Gluten-free Restaurant:Food
Lighting Store:Furniture / Home Store
Urgent Care Center:Medical Center
Umbrian Restaurant:Italian Restaurant
Chaat Place:Indian Restaurant
English Restaurant:Food
Shaanxi Restaurant:Chinese Restaurant
Comic Shop:Shop & Service
Herbs & Spices Store:Shop & Service
Monastery:Spiritual Center
Indie Theater:Performing Arts Venue
Pet Store:Shop & Service
Bistro:Food
Airport:Travel & Transport
Ethiopian Restaurant:African Restaurant
Public Bathroom:Shop & Service
Rock Climbing Spot:Outdoors & Recreation
Mac & Cheese Joint:Food
Boarding House:Hotel
Conference:Event
Gymnastics Gym:Gym / Fitness Center
Çöp Şiş Place:Turkish Restaurant
Sardinian Restaurant:Italian Restaurant
Medical Center:Professional & Other Places
College Basketball Court:College Stadium
Airport Terminal:Airport
Marche Restaurant:Italian Restaurant
Churrascaria:Brazilian Restaurant
Hawaiian Restaurant:Food
Hyderabadi Restaurant:Indian Restaurant
Bougatsa Shop:Greek Restaurant
Tsipouro Restaurant:Greek Restaurant
Strip Club:Nightlife Spot
Boat or Ferry:Travel & Transport
Ligurian Restaurant:Italian Restaurant
Town Hall:Government Building
Basilicata Restaurant:Italian Restaurant
Hotpot Restaurant:Asian Restaurant
Lottery Retailer:Shop & Service
Kebab Restaurant:Food
Liquor Store:Food & Drink Shop
Szechuan Restaurant:Chinese Restaurant
Brewery:Nightlife Spot
Electronics Store:Shop & Service
Event Service:Shop & Service
Airport Food Court:Airport
Jegaraki:Persian Restaurant
Baseball Stadium:Stadium
Modern European Restaurant:Food
Toll Plaza:Travel & Transport
Ice Cream Shop:Dessert Shop
Batik Shop:Shop & Service
Trade School:College & University
Trailer Park:Residence
North Indian Restaurant:Indian Restaurant
Weight Loss Center:Gym / Fitness Center
Taiwanese Restaurant:Chinese Restaurant
City Hall:Government Building
Hong Kong Restaurant:Chinese Restaurant
Hospital:Medical Center
College Technology Building:College Academic Building
Pilavcı:Turkish Restaurant
Convention:Event
Doctor's Office:Medical Center
Poutine Place:Food
Betting Shop:Shop & Service
Prayer Room:Spiritual Center
Fraternity House:College & University
Zoo Exhibit:Zoo
Hospital Ward:Hospital
Squash Court:Athletics & Sports
Bowling Green:Athletics & Sports
Turkish Home Cooking Restaurant:Turkish Restaurant
Patsa Restaurant:Greek Restaurant
IT Services:Shop & Service
Go Kart Track:Arts & Entertainment
Music Venue:Arts & Entertainment
Jewelry Store:Shop & Service
Cigkofte Place:Turkish Restaurant
Country:States & Municipalities
Gaming Cafe:Shop & Service
Soccer Stadium:Stadium
Gourmet Shop:Food & Drink Shop
College Baseball Diamond:College Stadium
History Museum:Museum
Buddhist Temple:Spiritual Center
Travel Lounge:Travel & Transport
School:Professional & Other Places
Abruzzo Restaurant:Italian Restaurant
Wine Shop:Food & Drink Shop
Malay Restaurant:Asian Restaurant
Water Park:Arts & Entertainment
Söğüş Place:Turkish Restaurant
Afghan Restaurant:Food
Carpet Store:Shop & Service
Photography Studio:Shop & Service
Credit Union:Shop & Service
Furniture / Home Store:Shop & Service
Meyhane:Turkish Restaurant
Slovak Restaurant:Food
Exhibit:Arts & Entertainment
Frame Store:Shop & Service
Kaiseki Restaurant:Japanese Restaurant
Salvadoran Restaurant:Latin American Restaurant
Kurdish Restaurant:Middle Eastern Restaurant
Hockey Rink:Athletics & Sports
Radio Station:Professional & Other Places
Kingdom Hall:Spiritual Center
Fondue Restaurant:Food
Imperial Restaurant:Chinese Restaurant
Manti Place:Turkish Restaurant
Piercing Parlor:Shop & Service
Clothing Store:Shop & Service
Fireworks Store:Shop & Service
Southern Brazilian Restaurant:Brazilian Restaurant
Brazilian Restaurant:South American Restaurant
Summer Camp:Outdoors & Recreation
Waste Facility:Professional & Other Places
Bulgarian Restaurant:Eastern European Restaurant
Print Shop:Shop & Service
Pool Hall:Arts & Entertainment
General College & University:College & University
Capitol Building:Government Building
Fruit & Vegetable Store:Shop & Service
Flower Shop:Shop & Service
Floating Market:Shop & Service
Shopping Mall:Shop & Service
Prison:Professional & Other Places
Malga:Italian Restaurant
Pie Shop:Dessert Shop
Scottish Restaurant:Food
South Tyrolean Restaurant:Italian Restaurant
Baiano Restaurant:Brazilian Restaurant
Other Great Outdoors:Outdoors & Recreation
Airport Service:Airport
Pet Café:Food
Vineyard:Outdoors & Recreation
Other Repair Shop:Shop & Service
Waterfront:Outdoors & Recreation
South American Restaurant:Latin American Restaurant
Dhaba:Indian Restaurant
Warehouse:Professional & Other Places
Eye Doctor:Medical Center
Beer Store:Food & Drink Shop
Tea Room:Food
Taverna:Greek Restaurant
Northern Brazilian Restaurant:Brazilian Restaurant
Art Museum:Museum
Monjayaki Restaurant:Japanese Restaurant
Dutch Restaurant:Food
Karnataka Restaurant:Indian Restaurant
Northeastern Brazilian Restaurant:Brazilian Restaurant
Fast Food Restaurant:Food
Gilaki Restaurant:Persian Restaurant
Sundanese Restaurant:Indonesian Restaurant
Canal:Outdoors & Recreation
Baseball Field:Athletics & Sports
Beer Bar:Bar
College Quad:College & University
Fujian Restaurant:Chinese Restaurant
Mongolian Restaurant:Asian Restaurant
Burgundian Restaurant:French Restaurant
Auvergne Restaurant:French Restaurant
Spanish Restaurant:Food
Ash and Haleem Place:Persian Restaurant
West-Ukrainian Restaurant:Ukrainian Restaurant
Kitchen Supply Store:Shop & Service
Bank:Shop & Service
Goiano Restaurant:Brazilian Restaurant
Asian Restaurant:Food
Indoor Play Area:Outdoors & Recreation
Hardware Store:Shop & Service
Arts & Crafts Store:Shop & Service
Kosher Restaurant:Jewish Restaurant
Currency Exchange:Shop & Service
Neighborhood:States & Municipalities
Irani Cafe:Indian Restaurant
Flight School:School
Seafood Restaurant:Food
Castle:Outdoors & Recreation
Turkish Restaurant:Food
Office:Professional & Other Places
City:States & Municipalities
Dry Cleaner:Shop & Service
Massage Studio:Shop & Service
Roller Rink:Arts & Entertainment
Surf Spot:Beach
Storage Facility:Shop & Service
Agriturismo:Italian Restaurant
Theme Restaurant:Food
Pet Service:Shop & Service
Hotel Pool:Hotel
College Administrative Building:College & University
Field:Outdoors & Recreation
Kuruyemişçi:Food & Drink Shop
Speakeasy:Bar
Smoke Shop:Shop & Service
Factory:Professional & Other Places
Car Wash:Shop & Service
Pop-Up Shop:Shop & Service
Rajasthani Restaurant:Indian Restaurant
Donburi Restaurant:Japanese Restaurant
Moroccan Restaurant:Mediterranean Restaurant
Public Art:Arts & Entertainment
Snack Place:Food
Plane:Airport
College Science Building:College Academic Building
Supermarket:Food & Drink Shop
Bathing Area:Outdoors & Recreation
Bratwurst Joint:German Restaurant
Sculpture Garden:Outdoors & Recreation
Baggage Claim:Airport
Duty-free Shop:Travel & Transport
Country Dance Club:Arts & Entertainment
Taxi:Travel & Transport
Dive Bar:Bar
Travel Agency:Shop & Service
Circus School:School
Cruise:Travel & Transport
Tour Provider:Arts & Entertainment
Pelmeni House:Russian Restaurant
Venezuelan Restaurant:South American Restaurant
Wedding Hall:Professional & Other Places
Dongbei Restaurant:Chinese Restaurant
College Lab:College & University
Javanese Restaurant:Indonesian Restaurant
Airport Gate:Airport
Guizhou Restaurant:Chinese Restaurant
Norman Restaurant:French Restaurant
Yunnan Restaurant:Chinese Restaurant
Ukrainian Restaurant:Food
Train:Train Station
Tech Startup:Office
Caucasian Restaurant:Food
Tapas Restaurant:Spanish Restaurant
Rest Area:Travel & Transport
Salon / Barbershop:Shop & Service
Empanada Restaurant:Latin American Restaurant
Sauna / Steam Room:Shop & Service
Greek Restaurant:Food
Food & Drink Shop:Shop & Service
Theater:Performing Arts Venue
Indian Chinese Restaurant:Indian Restaurant
Town:States & Municipalities
Boxing Gym:Gym / Fitness Center
Tianjin Restaurant:Chinese Restaurant
Champagne Bar:Bar
Cultural Center:Professional & Other Places
Garden Center:Shop & Service
Shipping Store:Shop & Service
Bed & Breakfast:Hotel
Hookah Bar:Bar
Dog Run:Outdoors & Recreation
Terreiro:Spiritual Center
Optical Shop:Shop & Service
Calabria Restaurant:Italian Restaurant
College Football Field:College Stadium
Football Stadium:Stadium
Kafenio:Greek Restaurant
Manadonese Restaurant:Indonesian Restaurant
Estaminet:French Restaurant
Falafel Restaurant:Food
Night Market:Nightlife Spot
Bike Trail:Outdoors & Recreation
Himalayan Restaurant:Asian Restaurant
Middle School:School
Dosa Place:Indian Restaurant
Hubei Restaurant:Chinese Restaurant
Puglia Restaurant:Italian Restaurant
Dairy Store:Food & Drink Shop
Pastry Shop:Dessert Shop
Zhejiang Restaurant:Chinese Restaurant
Alsatian Restaurant:French Restaurant
Comedy Club:Arts & Entertainment
Gym:Gym / Fitness Center
Sushi Restaurant:Japanese Restaurant
Climbing Gym:Gym / Fitness Center
Friuli Restaurant:Italian Restaurant
Post Office:Professional & Other Places
Movie Theater:Arts & Entertainment
Village:States & Municipalities
Roman Restaurant:Italian Restaurant
Lombard Restaurant:Italian Restaurant
Adult Boutique:Shop & Service
Mediterranean Restaurant:Food
Mineiro Restaurant:Brazilian Restaurant
Confucian Temple:Spiritual Center
Track Stadium:Stadium
Lyonese Bouchon:French Restaurant
Borek Place:Turkish Restaurant
Student Center:College & University
Design Studio:Shop & Service
Watch Shop:Shop & Service
Convention Center:Professional & Other Places
Cemetery:Outdoors & Recreation
Ski Chalet:Ski Area
Pastelaria:Brazilian Restaurant
Deli / Bodega:Food
Rugby Pitch:Athletics & Sports
Line / Queue:Event
Fishing Spot:Outdoors & Recreation
College Academic Building:College & University
Miscellaneous Shop:Shop & Service
Street Food Gathering:Food & Drink Shop
Taxi Stand:Travel & Transport
Elementary School:School
Dumpling Restaurant:Food
Chinese Aristocrat Restaurant:Chinese Restaurant
Friterie:Food
Bike Shop:Shop & Service
Whisky Bar:Bar
Monument / Landmark:Government Building
Fountain:Outdoors & Recreation
Pachinko Parlor:Arts & Entertainment
Tapiocaria:Brazilian Restaurant
Nabe Restaurant:Japanese Restaurant
Shanghai Restaurant:Chinese Restaurant
Business Service:Shop & Service
Distribution Center:Professional & Other Places
Currywurst Joint:German Restaurant
Bath House:Shop & Service
Beach:Outdoors & Recreation
Animal Shelter:Professional & Other Places
College Library:College & University
Circus:Arts & Entertainment
Apple Wine Pub:German Restaurant
Rental Service:Shop & Service
College Soccer Field:College Stadium
Train Station:Travel & Transport
State:States & Municipalities
Athletics & Sports:Outdoors & Recreation
Jewish Restaurant:Food
Campground:Outdoors & Recreation
Ski Chairlift:Ski Area
Accessories Store:Clothing Store
Chiropractor:Medical Center
Astrologer:Shop & Service
Cocktail Bar:Bar
Goan Restaurant:Indian Restaurant
Board Shop:Shop & Service
Udon Restaurant:Japanese Restaurant
Video Game Store:Shop & Service
Volcano:Outdoors & Recreation
Tex-Mex Restaurant:Mexican Restaurant
Cemevi:Spiritual Center
Palatine Restaurant:German Restaurant
Gun Shop:Shop & Service
Well:Outdoors & Recreation
Memorial Site:Arts & Entertainment
Ramen Restaurant:Japanese Restaurant
College Classroom:College & University
Piadineria:Italian Restaurant
Takoyaki Place:Japanese Restaurant
Boat Rental:Travel & Transport
Fire Station:Government Building
Ski Shop:Shop & Service
Cricket Ground:Stadium
